time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h)
2021-01-09,3,24.1,24.6,61,10.9
2021-01-10,3,23.9,25.4,64,6.7
2021-01-11,3,24.0,24.7,61,8.9
2021-01-12,3,20.8,19.5,52,11.5
2021-01-13,1,20.5,20.1,55,7.3
2021-01-14,3,22.3,22.8,61,7.1
2021-01-15,3,23.8,25.4,66,6.5
2021-01-16,1,24.8,27.7,75,7.2
2021-01-17,51,26.3,28.4,68,9.6
2021-01-18,3,24.3,23.4,51,15.6
2021-01-19,3,22.4,22.4,57,8.2
2021-01-20,3,23.5,24.4,59,5.8
2021-01-21,3,24.2,24.9,57,7.0
2021-01-22,3,25.2,26.4,58,7.1
2021-01-23,2,26.1,27.9,60,7.1
2021-01-24,1,26.6,29.5,69,7.9
2021-01-25,51,26.9,31.1,77,6.8
2021-01-26,51,27.9,32.2,74,6.6
2021-01-27,51,28.0,32.9,78,6.7
2021-01-28,51,28.5,32.9,73,6.7
2021-01-29,3,27.9,29.2,55,11.3
2021-01-30,3,27.3,28.8,55,8.5
2021-01-31,0,26.8,28.5,57,7.9
2021-02-01,1,27.1,29.9,64,6.0
2021-02-02,1,27.5,30.6,65,5.3
2021-02-03,3,28.0,31.1,68,8.1
2021-02-04,3,27.5,30.3,66,7.9
2021-02-05,3,26.8,28.3,55,6.5
2021-02-06,3,27.0,29.5,62,5.9
2021-02-07,3,27.6,30.8,67,7.8
2021-02-08,51,27.8,32.2,78,9.0
2021-02-09,63,26.0,30.6,84,5.9
2021-02-10,53,25.9,29.1,75,7.8
2021-02-11,3,26.0,29.0,69,6.1
2021-02-12,2,26.4,28.9,64,6.5
2021-02-13,3,26.9,30.2,71,7.5
2021-02-14,51,27.6,30.9,71,9.1
2021-02-15,51,27.3,30.5,74,12.0
2021-02-16,51,27.8,31.2,73,12.9
2021-02-17,53,27.1,31.4,79,9.4
2021-02-18,53,27.5,29.5,63,11.5
2021-02-19,1,26.4,26.4,51,13.2
2021-02-20,0,25.9,26.7,54,9.5
2021-02-21,0,26.2,28.2,60,5.4
2021-02-22,3,27.1,30.3,71,8.6
2021-02-23,3,27.4,31.0,73,9.3
2021-02-24,2,27.8,31.0,72,12.1
2021-02-25,3,29.1,32.5,67,9.8
2021-02-26,3,28.8,31.2,60,9.4
2021-02-27,3,27.9,31.6,70,7.6
2021-02-28,1,27.8,30.9,73,13.8
2021-03-01,3,28.3,31.7,71,12.5
2021-03-02,51,28.7,33.0,74,10.6
2021-03-03,63,27.7,32.3,81,10.7
2021-03-04,51,27.9,32.8,79,7.9
2021-03-05,51,28.3,33.0,77,9.4
2021-03-06,1,28.6,32.9,75,11.7
2021-03-07,2,29.0,33.3,75,12.1
2021-03-08,51,28.9,33.2,74,10.6
2021-03-09,61,28.7,33.7,75,8.1
2021-03-10,61,28.5,33.4,77,8.6
2021-03-11,51,28.8,34.0,77,7.3
2021-03-12,51,29.2,34.4,75,7.5
2021-03-13,55,28.8,33.5,76,10.1
2021-03-14,53,28.8,33.4,76,9.9
2021-03-15,51,29.1,33.2,73,13.1
2021-03-16,51,28.9,33.0,75,13.1
2021-03-17,51,29.2,33.4,74,13.5
2021-03-18,51,29.7,34.3,73,11.9
2021-03-19,51,29.9,34.1,71,13.6
2021-03-20,51,29.6,33.8,73,14.4
2021-03-21,3,30.0,34.9,74,12.6
2021-03-22,63,27.9,32.9,81,8.7
2021-03-23,3,28.7,32.3,65,7.9
2021-03-24,51,29.3,33.3,64,6.8
2021-03-25,51,29.5,33.5,68,10.7
2021-03-26,51,29.6,34.1,74,12.8
2021-03-27,3,30.0,34.5,71,12.9
2021-03-28,3,30.1,34.4,71,14.9
2021-03-29,3,30.2,34.8,72,14.2
2021-03-30,51,30.5,35.3,71,13.3
2021-03-31,51,30.6,35.8,72,10.2
2021-04-01,3,30.3,35.3,71,10.6
2021-04-02,3,30.4,34.7,69,14.4
2021-04-03,51,30.4,35.5,74,12.8
2021-04-04,61,28.7,34.2,80,8.7
2021-04-05,63,26.8,32.1,86,6.5
2021-04-06,63,26.6,32.2,89,6.4
2021-04-07,63,27.1,32.6,87,7.1
2021-04-08,63,28.0,33.9,83,5.2
2021-04-09,51,28.6,34.7,82,6.5
2021-04-10,63,28.2,34.4,85,5.6
2021-04-11,63,27.5,33.6,87,4.4
2021-04-12,63,27.8,34.1,87,5.5
2021-04-13,53,28.3,33.9,82,7.7
2021-04-14,55,28.3,33.9,83,8.6
2021-04-15,61,28.3,34.3,81,5.6
2021-04-16,55,28.9,34.7,80,8.7
2021-04-17,51,28.5,34.4,80,5.3
2021-04-18,63,28.3,34.4,82,5.1
2021-04-19,55,28.0,33.6,82,6.7
2021-04-20,61,28.5,34.1,80,7.0
2021-04-21,61,28.7,35.0,82,5.6
2021-04-22,61,29.2,35.1,80,7.3
2021-04-23,55,29.7,35.4,78,9.5
2021-04-24,63,29.5,35.1,78,9.4
2021-04-25,53,29.4,35.7,80,6.5
2021-04-26,63,28.4,34.4,82,5.6
2021-04-27,63,27.5,33.6,86,5.1
2021-04-28,61,27.2,32.9,87,7.3
2021-04-29,61,26.7,32.1,87,6.6
2021-04-30,51,27.1,32.7,87,5.5
2021-05-01,61,27.6,33.5,86,5.8
2021-05-02,53,28.3,34.6,82,4.2
2021-05-03,55,29.0,35.7,81,3.3
2021-05-04,65,29.5,36.3,81,4.7
2021-05-05,3,29.8,36.5,79,4.6
2021-05-06,63,27.1,32.6,87,7.1
2021-05-07,55,27.5,32.9,84,7.4
2021-05-08,51,28.1,34.5,85,4.5
2021-05-09,53,28.6,34.9,82,5.2
2021-05-10,51,29.6,35.4,79,9.4
2021-05-11,51,30.0,35.8,77,9.7
2021-05-12,53,30.1,36.1,78,9.4
2021-05-13,51,30.4,35.8,74,10.7
2021-05-14,3,30.7,36.2,73,11.4
2021-05-15,55,30.6,36.4,75,11.1
2021-05-16,51,30.3,35.8,76,11.3
2021-05-17,51,30.7,36.6,74,8.9
2021-05-18,53,30.5,35.9,75,12.4
2021-05-19,63,29.8,35.8,78,8.0
2021-05-20,63,29.6,36.0,82,7.2
2021-05-21,53,30.1,35.7,75,9.9
2021-05-22,63,29.9,34.7,71,11.2
2021-05-23,55,30.7,35.0,68,12.3
2021-05-24,51,30.6,35.2,69,10.1
2021-05-25,61,29.6,34.3,72,10.1
2021-05-26,3,29.6,34.0,70,8.9
2021-05-27,63,29.5,34.1,72,9.7
2021-05-28,63,27.7,33.3,86,8.6
2021-05-29,61,28.6,33.8,81,12.3
2021-05-30,51,29.4,34.3,76,13.7
2021-05-31,51,29.8,34.8,74,12.3
2021-06-01,51,30.6,35.7,71,11.5
2021-06-02,2,31.5,36.7,67,10.1
2021-06-03,2,32.0,37.1,65,10.6
2021-06-04,55,32.3,36.9,64,12.8
2021-06-05,63,31.2,35.8,67,12.6
2021-06-06,63,30.2,34.1,67,11.6
2021-06-07,51,30.5,33.5,61,13.8
2021-06-08,51,30.5,33.7,62,14.1
2021-06-09,53,29.2,33.3,71,10.8
2021-06-10,63,27.8,32.7,82,10.0
2021-06-11,51,28.9,33.4,75,9.9
2021-06-12,53,28.9,33.1,72,9.7
2021-06-13,53,28.2,32.7,76,8.9
2021-06-14,53,29.0,33.3,73,11.1
2021-06-15,61,27.6,32.3,80,9.3
2021-06-16,53,28.8,33.4,77,10.9
2021-06-17,51,28.9,33.7,75,8.8
2021-06-18,53,29.8,34.7,72,9.9
2021-06-19,55,30.7,35.1,68,11.3
2021-06-20,53,31.3,34.8,62,13.4
2021-06-21,63,30.3,34.0,65,12.6
2021-06-22,61,29.4,33.6,70,10.7
2021-06-23,63,29.3,33.4,70,11.3
2021-06-24,51,29.9,33.2,65,13.4
2021-06-25,61,29.4,33.5,70,11.6
2021-06-26,51,29.1,34.1,76,11.2
2021-06-27,51,29.9,34.8,74,12.4
2021-06-28,63,29.0,34.0,76,7.0
2021-06-29,63,29.2,34.6,79,8.8
2021-06-30,63,28.9,33.9,77,10.3
2021-07-01,53,29.4,34.1,73,10.5
2021-07-02,53,29.6,35.1,76,8.6
2021-07-03,51,30.6,35.4,69,10.0
2021-07-04,53,31.4,36.0,66,11.5
2021-07-05,61,31.5,35.5,62,12.0
2021-07-06,65,29.3,34.3,76,10.3
2021-07-07,65,28.4,33.5,80,8.9
2021-07-08,63,28.1,33.1,80,8.6
2021-07-09,63,27.0,32.3,85,6.7
